Community Area,Primary Type,Year,Number of Reported Crimes
38,BATTERY,2004,5744368420
38,BATTERY,2005,5897122753
38,BATTERY,2006,6150678439
38,BATTERY,2007,6369809079
38,BATTERY,2008,6829291274
38,BATTERY,2009,7156295280
38,BATTERY,2010,7531495696
38,BATTERY,2011,7696515034
38,BATTERY,2012,7807198757
38,BATTERY,2013,7483184548
38,BATTERY,2014,7058708273
38,BATTERY,2015,6811568499
38,BATTERY,2016,7051550102
38,BATTERY,2017,8182129855
38,BATTERY,2018,3141556051
38,BURGLARY,2002,874922654
38,BURGLARY,2003,1180679437
38,BURGLARY,2004,1305555515
38,BURGLARY,2005,1704203604
38,BURGLARY,2006,1806199325
38,BURGLARY,2007,1723527977
38,BURGLARY,2008,2207532111
38,BURGLARY,2009,3218814545
38,BURGLARY,2010,2189349387
38,BURGLARY,2011,1866384928
38,BURGLARY,2012,1629877802
38,BURGLARY,2013,1916507823
38,BURGLARY,2014,1638163837
38,BURGLARY,2015,1232233573
38,BURGLARY,2016,1476849154
38,BURGLARY,2017,1814517466
38,BURGLARY,2018,439506516
38,CRIM SEXUAL ASSAULT,2001,4585899
38,CRIM SEXUAL ASSAULT,2002,55894908
38,CRIM SEXUAL ASSAULT,2003,80137453
38,CRIM SEXUAL ASSAULT,2004,144840608
38,CRIM SEXUAL ASSAULT,2005,139505751
38,CRIM SEXUAL ASSAULT,2006,132673199
38,CRIM SEXUAL ASSAULT,2007,176010535
38,CRIM SEXUAL ASSAULT,2008,153804680
38,CRIM SEXUAL ASSAULT,2009,169035434
38,CRIM SEXUAL ASSAULT,2010,113785507
38,CRIM SEXUAL ASSAULT,2011,157656532
38,CRIM SEXUAL ASSAULT,2012,193546217
38,CRIM SEXUAL ASSAULT,2013,150745362
38,CRIM SEXUAL ASSAULT,2014,117382375
38,CRIM SEXUAL ASSAULT,2015,155270877
38,CRIM SEXUAL ASSAULT,2016,267061408
38,CRIM SEXUAL ASSAULT,2017,132230902
38,CRIM SEXUAL ASSAULT,2018,89942576
38,CRIMINAL DAMAGE,2001,3281694
38,CRIMINAL DAMAGE,2002,1467530268
38,CRIMINAL DAMAGE,2003,2393106082
38,CRIMINAL DAMAGE,2004,2616176099
38,CRIMINAL DAMAGE,2005,3062549837
38,CRIMINAL DAMAGE,2006,3258508593
38,CRIMINAL DAMAGE,2007,3129412540
38,CRIMINAL DAMAGE,2008,3434099748
38,CRIMINAL DAMAGE,2009,3771051450
38,CRIMINAL DAMAGE,2010,3610265760
38,CRIMINAL DAMAGE,2011,4565058246
38,CRIMINAL DAMAGE,2012,3745020120
38,CRIMINAL DAMAGE,2013,3208746423
38,CRIMINAL DAMAGE,2014,3375756940
38,CRIMINAL DAMAGE,2015,3797676893
38,CRIMINAL DAMAGE,2016,4631179889
38,CRIMINAL DAMAGE,2017,4246854202
38,CRIMINAL DAMAGE,2018,1711652643
38,CRIMINAL TRESPASS,2002,715695966
38,CRIMINAL TRESPASS,2003,1202634618
38,CRIMINAL TRESPASS,2004,918521199
38,CRIMINAL TRESPASS,2005,920006649
38,CRIMINAL TRESPASS,2006,923473780
38,CRIMINAL TRESPASS,2007,1056985153
38,CRIMINAL TRESPASS,2008,1314835152
38,CRIMINAL TRESPASS,2009,1421035269
38,CRIMINAL TRESPASS,2010,1317407820
38,CRIMINAL TRESPASS,2011,1122067485
38,CRIMINAL TRESPASS,2012,717942552
38,CRIMINAL TRESPASS,2013,784583713
38,CRIMINAL TRESPASS,2014,811046361
38,CRIMINAL TRESPASS,2015,700548904
38,CRIMINAL TRESPASS,2016,636189614
38,CRIMINAL TRESPASS,2017,813135659
38,CRIMINAL TRESPASS,2018,258747996
38,DECEPTIVE PRACTICE,2001,16748854
38,DECEPTIVE PRACTICE,2002,201300813
38,DECEPTIVE PRACTICE,2003,358892035
38,DECEPTIVE PRACTICE,2004,436120119
38,DECEPTIVE PRACTICE,2005,515615647
38,DECEPTIVE PRACTICE,2006,565172512
38,DECEPTIVE PRACTICE,2007,762274683
38,DECEPTIVE PRACTICE,2008,830564122
38,DECEPTIVE PRACTICE,2009,885750333
38,DECEPTIVE PRACTICE,2010,645834065
38,DECEPTIVE PRACTICE,2011,806969651
38,DECEPTIVE PRACTICE,2012,1143089897
38,DECEPTIVE PRACTICE,2013,1317440498
38,DECEPTIVE PRACTICE,2014,1682161367
38,DECEPTIVE PRACTICE,2015,1881236954
38,DECEPTIVE PRACTICE,2016,2066206382
38,DECEPTIVE PRACTICE,2017,2232911063
38,DECEPTIVE PRACTICE,2018,799967247
38,GAMBLING,2002,71090551
38,GAMBLING,2003,71188121
38,GAMBLING,2004,69459975
38,GAMBLING,2005,51954114
38,GAMBLING,2006,106551081
38,GAMBLING,2007,106574742
38,GAMBLING,2008,152171007
38,GAMBLING,2009,183658382
38,GAMBLING,2010,60867993
38,GAMBLING,2011,122785145
38,GAMBLING,2012,122205181
38,GAMBLING,2013,64552070
38,GAMBLING,2014,28982970
38,GAMBLING,2016,21246886
38,GAMBLING,2017,22237008
38,HOMICIDE,2001,14105
38,HOMICIDE,2002,16085
38,HOMICIDE,2003,22983
38,HOMICIDE,2004,16832
38,HOMICIDE,2005,19541
38,HOMICIDE,2006,14175
38,HOMICIDE,2007,24796
38,HOMICIDE,2008,46263
38,HOMICIDE,2009,173248
38,HOMICIDE,2010,196878
38,HOMICIDE,2011,159849
38,HOMICIDE,2012,164002
38,HOMICIDE,2013,146393
38,HOMICIDE,2014,172331
38,HOMICIDE,2015,153023
38,HOMICIDE,2016,10750015
38,HOMICIDE,2017,234762
38,HOMICIDE,2018,23950
38,HUMAN TRAFFICKING,2016,10662404
38,HUMAN TRAFFICKING,2018,11271709
38,INTERFERENCE WITH PUBLIC OFFICER,2002,2518393
38,INTERFERENCE WITH PUBLIC OFFICER,2003,14343113
38,INTERFERENCE WITH PUBLIC OFFICER,2004,20616949
38,INTERFERENCE WITH PUBLIC OFFICER,2005,40612401
38,INTERFERENCE WITH PUBLIC OFFICER,2006,34916829
38,INTERFERENCE WITH PUBLIC OFFICER,2007,61897385
38,INTERFERENCE WITH PUBLIC OFFICER,2008,101403706
38,INTERFERENCE WITH PUBLIC OFFICER,2009,35176195
38,INTERFERENCE WITH PUBLIC OFFICER,2010,46170322
38,INTERFERENCE WITH PUBLIC OFFICER,2011,74231975
38,INTERFERENCE WITH PUBLIC OFFICER,2012,86493309
38,INTERFERENCE WITH PUBLIC OFFICER,2013,165068969
38,INTERFERENCE WITH PUBLIC OFFICER,2014,135763931
38,INTERFERENCE WITH PUBLIC OFFICER,2015,40872729
38,INTERFERENCE WITH PUBLIC OFFICER,2016,126842879
38,INTERFERENCE WITH PUBLIC OFFICER,2017,186863518
38,INTERFERENCE WITH PUBLIC OFFICER,2018,33758216
38,INTIMIDATION,2002,7047474
38,INTIMIDATION,2003,25356589
38,INTIMIDATION,2004,13813004
38,INTIMIDATION,2005,24933879
38,INTIMIDATION,2006,23554969
38,INTIMIDATION,2007,17151170
38,INTIMIDATION,2008,13124569
38,INTIMIDATION,2009,27672291
38,INTIMIDATION,2010,7522113
38,INTIMIDATION,2013,18835603
38,INTIMIDATION,2014,9873919
38,INTIMIDATION,2015,10293199
38,INTIMIDATION,2017,44254939
38,KIDNAPPING,2002,9353593
38,KIDNAPPING,2003,25527080
38,KIDNAPPING,2004,29720552
38,KIDNAPPING,2005,29002248
38,KIDNAPPING,2006,19659143
38,KIDNAPPING,2007,27444259
38,KIDNAPPING,2008,19768124
38,KIDNAPPING,2009,14393973
38,KIDNAPPING,2010,22658940
38,KIDNAPPING,2011,32520451
38,KIDNAPPING,2012,17426723
38,KIDNAPPING,2013,18228661
38,KIDNAPPING,2014,19234668
38,KIDNAPPING,2015,40930504
38,KIDNAPPING,2016,10455331
38,LIQUOR LAW VIOLATION,2002,11366937
38,LIQUOR LAW VIOLATION,2003,17122999
38,LIQUOR LAW VIOLATION,2004,13412694
38,LIQUOR LAW VIOLATION,2005,20406799
38,LIQUOR LAW VIOLATION,2006,34910085
38,LIQUOR LAW VIOLATION,2007,16951738
38,LIQUOR LAW VIOLATION,2008,30869698
38,LIQUOR LAW VIOLATION,2009,41531913
38,LIQUOR LAW VIOLATION,2010,53847659
38,LIQUOR LAW VIOLATION,2011,24231595
38,LIQUOR LAW VIOLATION,2012,17520097
38,LIQUOR LAW VIOLATION,2013,36597435
38,LIQUOR LAW VIOLATION,2014,9756251
38,LIQUOR LAW VIOLATION,2015,10241254
38,LIQUOR LAW VIOLATION,2016,42375456
38,LIQUOR LAW VIOLATION,2017,54437280
38,LIQUOR LAW VIOLATION,2018,11207511
38,MOTOR VEHICLE THEFT,2001,5319744
38,MOTOR VEHICLE THEFT,2002,574737785
38,MOTOR VEHICLE THEFT,2003,1070212309
38,MOTOR VEHICLE THEFT,2004,1068518999
38,MOTOR VEHICLE THEFT,2005,1356035509
38,MOTOR VEHICLE THEFT,2006,1886199161
38,MOTOR VEHICLE THEFT,2007,1287085813
38,MOTOR VEHICLE THEFT,2008,1348713051
38,MOTOR VEHICLE THEFT,2009,1358764625
38,MOTOR VEHICLE THEFT,2010,2021719836
38,MOTOR VEHICLE THEFT,2011,2138994674
38,MOTOR VEHICLE THEFT,2012,1627428281
38,MOTOR VEHICLE THEFT,2013,1581169948
38,MOTOR VEHICLE THEFT,2014,1349055275
38,MOTOR VEHICLE THEFT,2015,1534396121
38,MOTOR VEHICLE THEFT,2016,1629785717
38,MOTOR VEHICLE THEFT,2017,1929137869
38,MOTOR VEHICLE THEFT,2018,833483831
38,NARCOTICS,2002,2278193234
38,NARCOTICS,2003,3916698127
38,NARCOTICS,2004,3911168319
38,NARCOTICS,2005,2765656211
38,NARCOTICS,2006,2134320377
38,NARCOTICS,2007,2932399463
38,NARCOTICS,2008,3532416146
38,NARCOTICS,2009,4231729602
38,NARCOTICS,2010,4608992954
38,NARCOTICS,2011,5122636314
38,NARCOTICS,2012,4306177744
38,NARCOTICS,2013,4978509746
38,NARCOTICS,2014,3320744267
38,NARCOTICS,2015,1739540325
38,NARCOTICS,2016,928636166
38,NARCOTICS,2017,1436412598
38,NARCOTICS,2018,472676342
38,OBSCENITY,2004,6987967
38,OBSCENITY,2009,7243052
38,OBSCENITY,2010,7601203
38,OBSCENITY,2011,8255926
38,OBSCENITY,2015,10245307
38,OBSCENITY,2016,10483584
38,OBSCENITY,2017,32653575
38,OBSCENITY,2018,11202476
38,OFFENSE INVOLVING CHILDREN,2001,5832497
38,OFFENSE INVOLVING CHILDREN,2002,48784147
38,OFFENSE INVOLVING CHILDREN,2003,112623564
38,OFFENSE INVOLVING CHILDREN,2004,93454918
38,OFFENSE INVOLVING CHILDREN,2005,158617794
38,OFFENSE INVOLVING CHILDREN,2006,116419184
38,OFFENSE INVOLVING CHILDREN,2007,160063972
38,OFFENSE INVOLVING CHILDREN,2008,191702649
38,OFFENSE INVOLVING CHILDREN,2009,219762654
38,OFFENSE INVOLVING CHILDREN,2010,219802996
38,OFFENSE INVOLVING CHILDREN,2011,221599664
38,OFFENSE INVOLVING CHILDREN,2012,324177082
38,OFFENSE INVOLVING CHILDREN,2013,342868697
38,OFFENSE INVOLVING CHILDREN,2014,310046439
38,OFFENSE INVOLVING CHILDREN,2015,246016081
38,OFFENSE INVOLVING CHILDREN,2016,372128462
38,OFFENSE INVOLVING CHILDREN,2017,241248866
38,OFFENSE INVOLVING CHILDREN,2018,90111397
38,OTHER OFFENSE,2001,11058398
38,OTHER OFFENSE,2002,768026230
38,OTHER OFFENSE,2003,1143389155
38,OTHER OFFENSE,2004,1285651310
38,OTHER OFFENSE,2005,1509800817
38,OTHER OFFENSE,2006,1696931315
38,OTHER OFFENSE,2007,1929857265
38,OTHER OFFENSE,2008,2508425219
38,OTHER OFFENSE,2009,2629712195
38,OTHER OFFENSE,2010,2190407874
38,OTHER OFFENSE,2011,2266650474
38,OTHER OFFENSE,2012,2254632614
38,OTHER OFFENSE,2013,2280013411
38,OTHER OFFENSE,2014,2149271471
38,OTHER OFFENSE,2015,1948379628
38,OTHER OFFENSE,2016,2279405547
38,OTHER OFFENSE,2017,2785636617
38,OTHER OFFENSE,2018,1035771768
38,PROSTITUTION,2002,196337686
38,PROSTITUTION,2003,808589114
38,PROSTITUTION,2004,1376307584
38,PROSTITUTION,2005,906805103
38,PROSTITUTION,2006,1383002650
38,PROSTITUTION,2007,996637782
38,PROSTITUTION,2008,1297248416
38,PROSTITUTION,2009,981545995
38,PROSTITUTION,2010,602798641
38,PROSTITUTION,2011,502603989
38,PROSTITUTION,2012,172592278
38,PROSTITUTION,2013,310458582
38,PROSTITUTION,2014,87309797
38,PROSTITUTION,2015,102507844
38,PROSTITUTION,2016,10624441
38,PROSTITUTION,2017,277264074
38,PUBLIC INDECENCY,2012,8704170
38,PUBLIC PEACE VIOLATION,2001,1878919
38,PUBLIC PEACE VIOLATION,2002,36137840
38,PUBLIC PEACE VIOLATION,2003,55602700
38,PUBLIC PEACE VIOLATION,2004,79449677
38,PUBLIC PEACE VIOLATION,2005,60633787
38,PUBLIC PEACE VIOLATION,2006,117031017
38,PUBLIC PEACE VIOLATION,2007,162017595
38,PUBLIC PEACE VIOLATION,2008,133111594
38,PUBLIC PEACE VIOLATION,2009,118704647
38,PUBLIC PEACE VIOLATION,2010,112451276
38,PUBLIC PEACE VIOLATION,2011,195898701
38,PUBLIC PEACE VIOLATION,2012,332331731
38,PUBLIC PEACE VIOLATION,2013,322683343
38,PUBLIC PEACE VIOLATION,2014,368653922
38,PUBLIC PEACE VIOLATION,2015,142209368
38,PUBLIC PEACE VIOLATION,2016,128090655
38,PUBLIC PEACE VIOLATION,2017,165067849
38,PUBLIC PEACE VIOLATION,2018,56364599
38,ROBBERY,2002,655819448
38,ROBBERY,2003,1079847672
38,ROBBERY,2004,1031397452
38,ROBBERY,2005,978152649
38,ROBBERY,2006,1507354329
38,ROBBERY,2007,1424768489
38,ROBBERY,2008,1613500275
38,ROBBERY,2009,1565811900
38,ROBBERY,2010,1417533771
38,ROBBERY,2011,1608321952
38,ROBBERY,2012,1819947907
38,ROBBERY,2013,1851187454
38,ROBBERY,2014,1643665737
38,ROBBERY,2015,1553342111
38,ROBBERY,2016,1943766941
38,ROBBERY,2017,2050735845
38,ROBBERY,2018,596923424
38,SEX OFFENSE,2001,6702058
38,SEX OFFENSE,2002,48739236
38,SEX OFFENSE,2003,78115188
38,SEX OFFENSE,2004,74027206
38,SEX OFFENSE,2005,74860007
38,SEX OFFENSE,2006,117166986
38,SEX OFFENSE,2007,72921942
38,SEX OFFENSE,2008,128409981
38,SEX OFFENSE,2009,120345938
38,SEX OFFENSE,2010,47549672
38,SEX OFFENSE,2011,57673546
38,SEX OFFENSE,2012,122846459
38,SEX OFFENSE,2013,64853084
38,SEX OFFENSE,2014,97312994
38,SEX OFFENSE,2015,123660962
38,SEX OFFENSE,2016,148361355
38,SEX OFFENSE,2017,88318946
38,SEX OFFENSE,2018,33813425
38,STALKING,2003,8798807
38,STALKING,2004,14327787
38,STALKING,2005,8382650
38,STALKING,2006,9653463
38,STALKING,2007,14655254
38,STALKING,2008,12620469
38,STALKING,2009,14184485
38,STALKING,2010,15133739
38,STALKING,2011,16478725
38,STALKING,2012,34920552
38,STALKING,2014,19664239
38,STALKING,2015,30369963
38,STALKING,2016,20914823
38,STALKING,2017,33149307
38,STALKING,2018,22613989
38,THEFT,2001,56702845
38,THEFT,2002,2040358953
38,THEFT,2003,3377309277
38,THEFT,2004,4080100305
38,THEFT,2005,4226345907
38,THEFT,2006,4992306362
38,THEFT,2007,5089981961
38,THEFT,2008,5597025473
38,THEFT,2009,6198518446
38,THEFT,2010,5628433300
38,THEFT,2011,6477560556
38,THEFT,2012,6225813900
38,THEFT,2013,6510757546
38,THEFT,2014,6342987353
38,THEFT,2015,7090579259
38,THEFT,2016,7724858838
38,THEFT,2017,7089223657
38,THEFT,2018,2489277203
38,WEAPONS VIOLATION,2002,142550155
38,WEAPONS VIOLATION,2003,175129152
38,WEAPONS VIOLATION,2004,200150422
38,WEAPONS VIOLATION,2005,207336267
38,WEAPONS VIOLATION,2006,216436819
38,WEAPONS VIOLATION,2007,268533586
38,WEAPONS VIOLATION,2008,305421066
38,WEAPONS VIOLATION,2009,415561960
38,WEAPONS VIOLATION,2010,428805114
38,WEAPONS VIOLATION,2011,401486445
38,WEAPONS VIOLATION,2012,333000754
38,WEAPONS VIOLATION,2013,412915551
38,WEAPONS VIOLATION,2014,435631441
38,WEAPONS VIOLATION,2015,384472214
38,WEAPONS VIOLATION,2016,487903413
38,WEAPONS VIOLATION,2017,671030191
38,WEAPONS VIOLATION,2018,123848688
39,ARSON,2002,2481960
39,ARSON,2003,13946837
39,ARSON,2004,13221411
39,ARSON,2005,13124912
39,ARSON,2006,9335179
39,ARSON,2007,5810883
39,ARSON,2008,19466545
39,ARSON,2010,29871258
39,ARSON,2011,16507662
39,ARSON,2012,8773730
39,ARSON,2013,9165800
39,ARSON,2015,20058178
39,ARSON,2016,21251552
39,ARSON,2018,11264278
39,ASSAULT,2002,300728823
39,ASSAULT,2003,567257791
39,ASSAULT,2004,664954388
39,ASSAULT,2005,889032463
39,ASSAULT,2006,1068418526
39,ASSAULT,2007,956555339
39,ASSAULT,2008,1064731906
39,ASSAULT,2009,1091023903
39,ASSAULT,2010,1282456303
39,ASSAULT,2011,1122190581
39,ASSAULT,2012,1112971905
39,ASSAULT,2013,908874359
39,ASSAULT,2014,853022890
39,ASSAULT,2015,902814488
39,ASSAULT,2016,1209353463
39,ASSAULT,2017,1388560465
39,ASSAULT,2018,383036293
39,BATTERY,2002,1043228660
39,BATTERY,2003,1718311323
39,BATTERY,2004,1817716356
39,BATTERY,2005,2340338583
39,BATTERY,2006,2381060393
39,BATTERY,2007,2678729174
39,BATTERY,2008,3071038693
39,BATTERY,2009,2670883519
39,BATTERY,2010,3159577284
39,BATTERY,2011,3095981574
39,BATTERY,2012,2626655323
39,BATTERY,2013,2360706978
39,BATTERY,2014,2274893182
39,BATTERY,2015,2551495339
39,BATTERY,2016,2859055456
39,BATTERY,2017,2793664612
39,BATTERY,2018,1103255038
39,BURGLARY,2002,275331379
39,BURGLARY,2003,522051302
39,BURGLARY,2004,637278849
39,BURGLARY,2005,848938928
39,BURGLARY,2006,877886315
39,BURGLARY,2007,767318720
39,BURGLARY,2008,675692045
39,BURGLARY,2009,1048856848
39,BURGLARY,2010,1143618053
39,BURGLARY,2011,1224167136
39,BURGLARY,2012,979290514
39,BURGLARY,2013,666529597
39,BURGLARY,2014,756768816
39,BURGLARY,2015,569228367
39,BURGLARY,2016,881582126
39,BURGLARY,2017,595249879
39,BURGLARY,2018,180406376
39,CRIM SEXUAL ASSAULT,2002,23081737
39,CRIM SEXUAL ASSAULT,2003,27477620
39,CRIM SEXUAL ASSAULT,2004,69493925
39,CRIM SEXUAL ASSAULT,2005,57485481
39,CRIM SEXUAL ASSAULT,2006,68891480
39,CRIM SEXUAL ASSAULT,2007,55652505
39,CRIM SEXUAL ASSAULT,2008,69849512
39,CRIM SEXUAL ASSAULT,2009,6748645
39,CRIM SEXUAL ASSAULT,2010,38432489
39,CRIM SEXUAL ASSAULT,2011,57221410
39,CRIM SEXUAL ASSAULT,2012,70583849
39,CRIM SEXUAL ASSAULT,2013,46472990
39,CRIM SEXUAL ASSAULT,2014,38595478
39,CRIM SEXUAL ASSAULT,2015,70564786
39,CRIM SEXUAL ASSAULT,2016,127540758
39,CRIM SEXUAL ASSAULT,2017,132653463
39,CRIM SEXUAL ASSAULT,2018,33799371
39,CRIMINAL DAMAGE,2002,447525785
39,CRIMINAL DAMAGE,2003,955342382
39,CRIMINAL DAMAGE,2004,1024023134
39,CRIMINAL DAMAGE,2005,1511814001
39,CRIMINAL DAMAGE,2006,1230249581
39,CRIMINAL DAMAGE,2007,1512258866
39,CRIMINAL DAMAGE,2008,1757770481
39,CRIMINAL DAMAGE,2009,1839391588
39,CRIMINAL DAMAGE,2010,1917567668
39,CRIMINAL DAMAGE,2011,2118207268
39,CRIMINAL DAMAGE,2012,1697341746
39,CRIMINAL DAMAGE,2013,1619680667
39,CRIMINAL DAMAGE,2014,1358248755
39,CRIMINAL DAMAGE,2015,1501779343
39,CRIMINAL DAMAGE,2016,1768857513
39,CRIMINAL DAMAGE,2017,1980413087
39,CRIMINAL DAMAGE,2018,923695706
39,CRIMINAL TRESPASS,2002,116280569
39,CRIMINAL TRESPASS,2003,283586052
39,CRIMINAL TRESPASS,2004,371897609
39,CRIMINAL TRESPASS,2005,398974017
39,CRIMINAL TRESPASS,2006,202212702
39,CRIMINAL TRESPASS,2007,429288172
39,CRIMINAL TRESPASS,2008,411034427
39,CRIMINAL TRESPASS,2009,427101238
39,CRIMINAL TRESPASS,2010,433269294
39,CRIMINAL TRESPASS,2011,271054078
39,CRIMINAL TRESPASS,2012,442930414
39,CRIMINAL TRESPASS,2013,386804794
39,CRIMINAL TRESPASS,2014,356158444
39,CRIMINAL TRESPASS,2015,366095908
39,CRIMINAL TRESPASS,2016,350581056
39,CRIMINAL TRESPASS,2017,395958392
39,CRIMINAL TRESPASS,2018,214012122
39,DECEPTIVE PRACTICE,2001,15300850
39,DECEPTIVE PRACTICE,2002,168786757
39,DECEPTIVE PRACTICE,2003,291908051
39,DECEPTIVE PRACTICE,2004,282245287
39,DECEPTIVE PRACTICE,2005,287053177
39,DECEPTIVE PRACTICE,2006,434567511
39,DECEPTIVE PRACTICE,2007,431709736
39,DECEPTIVE PRACTICE,2008,506808352
39,DECEPTIVE PRACTICE,2009,534108859
39,DECEPTIVE PRACTICE,2010,496793286
39,DECEPTIVE PRACTICE,2011,510449714
39,DECEPTIVE PRACTICE,2012,476246331
39,DECEPTIVE PRACTICE,2013,728239151
39,DECEPTIVE PRACTICE,2014,1192551833
39,DECEPTIVE PRACTICE,2015,1141103651
39,DECEPTIVE PRACTICE,2016,1235813142
39,DECEPTIVE PRACTICE,2017,1315146344
39,DECEPTIVE PRACTICE,2018,540331163
39,GAMBLING,2003,21884175
39,GAMBLING,2004,13538246
39,GAMBLING,2005,16961036
39,GAMBLING,2006,14971933
39,GAMBLING,2007,45139477
39,GAMBLING,2008,82908132
39,GAMBLING,2009,76810835
39,GAMBLING,2010,75862960
39,GAMBLING,2011,8239901
39,GAMBLING,2012,43774689
39,GAMBLING,2013,18125602
39,HOMICIDE,2001,1032
39,HOMICIDE,2004,8439
39,HOMICIDE,2005,3195
39,HOMICIDE,2006,3845
39,HOMICIDE,2007,8450
39,HOMICIDE,2008,9120
39,HOMICIDE,2009,24286
39,HOMICIDE,2011,59655
39,HOMICIDE,2012,61484
39,HOMICIDE,2013,20795
39,HOMICIDE,2014,21380
39,HOMICIDE,2015,88104
39,HOMICIDE,2016,68106
39,HOMICIDE,2017,92856
39,INTERFERENCE WITH PUBLIC OFFICER,2002,4800435
39,INTERFERENCE WITH PUBLIC OFFICER,2003,8244454
39,INTERFERENCE WITH PUBLIC OFFICER,2004,6648622
39,INTERFERENCE WITH PUBLIC OFFICER,2005,12605781
39,INTERFERENCE WITH PUBLIC OFFICER,2006,9320110
39,INTERFERENCE WITH PUBLIC OFFICER,2007,5981578
39,INTERFERENCE WITH PUBLIC OFFICER,2008,25304392
39,INTERFERENCE WITH PUBLIC OFFICER,2010,7594740
39,INTERFERENCE WITH PUBLIC OFFICER,2011,15851656
39,INTERFERENCE WITH PUBLIC OFFICER,2013,18385269
39,INTERFERENCE WITH PUBLIC OFFICER,2014,9478381
39,INTERFERENCE WITH PUBLIC OFFICER,2015,10215345
39,INTERFERENCE WITH PUBLIC OFFICER,2017,11175164
39,INTIMIDATION,2003,5469973
39,INTIMIDATION,2005,7797824
39,INTIMIDATION,2006,9636455
39,INTIMIDATION,2007,5892306
39,INTIMIDATION,2008,18570630
39,INTIMIDATION,2009,7138559
39,INTIMIDATION,2010,7691801
39,INTIMIDATION,2011,16731875
39,INTIMIDATION,2016,21088903
39,INTIMIDATION,2018,11218992
39,KIDNAPPING,2002,9451326
39,KIDNAPPING,2003,8078186
39,KIDNAPPING,2004,7061645
39,KIDNAPPING,2005,15715663
39,KIDNAPPING,2006,4755697
39,KIDNAPPING,2007,17172384
39,KIDNAPPING,2008,13106131
39,KIDNAPPING,2010,24075749
39,KIDNAPPING,2011,7900225
39,KIDNAPPING,2012,8697507
39,KIDNAPPING,2013,9210332
39,KIDNAPPING,2017,21847423
39,LIQUOR LAW VIOLATION,2002,4598742
39,LIQUOR LAW VIOLATION,2003,8794029
39,LIQUOR LAW VIOLATION,2005,4178899
39,LIQUOR LAW VIOLATION,2006,4967888
39,LIQUOR LAW VIOLATION,2007,11059251
39,LIQUOR LAW VIOLATION,2008,6121621
39,LIQUOR LAW VIOLATION,2010,7466329
39,LIQUOR LAW VIOLATION,2012,8530563
39,MOTOR VEHICLE THEFT,2001,11335579
39,MOTOR VEHICLE THEFT,2002,236647061
39,MOTOR VEHICLE THEFT,2003,366383712
39,MOTOR VEHICLE THEFT,2004,449032029
39,MOTOR VEHICLE THEFT,2005,655544334
39,MOTOR VEHICLE THEFT,2006,585663803
39,MOTOR VEHICLE THEFT,2007,637313763
39,MOTOR VEHICLE THEFT,2008,583310810
39,MOTOR VEHICLE THEFT,2009,750863925
39,MOTOR VEHICLE THEFT,2010,830353842
39,MOTOR VEHICLE THEFT,2011,646484477
39,MOTOR VEHICLE THEFT,2012,720261573
39,MOTOR VEHICLE THEFT,2013,653841337
39,MOTOR VEHICLE THEFT,2014,660194379
39,MOTOR VEHICLE THEFT,2015,750029207
39,MOTOR VEHICLE THEFT,2016,614731023
39,MOTOR VEHICLE THEFT,2017,737442172
39,MOTOR VEHICLE THEFT,2018,360006234
39,NARCOTICS,2002,218280993
39,NARCOTICS,2003,459395274
39,NARCOTICS,2004,548406083
39,NARCOTICS,2005,535683914
39,NARCOTICS,2006,527644652
39,NARCOTICS,2007,889096785
39,NARCOTICS,2008,1182687374
39,NARCOTICS,2009,1315377460
39,NARCOTICS,2010,1506917864
39,NARCOTICS,2011,1073341920
39,NARCOTICS,2012,669038130
39,NARCOTICS,2013,1027583289
39,NARCOTICS,2014,904932810
39,NARCOTICS,2015,577414273
39,NARCOTICS,2016,115696484
39,NARCOTICS,2017,87622753
39,NARCOTICS,2018,33746308
39,NON-CRIMINAL,2017,10835019
39,OBSCENITY,2010,7608451
39,OBSCENITY,2011,7998340
39,OBSCENITY,2017,22013977
39,OFFENSE INVOLVING CHILDREN,2001,8467627
39,OFFENSE INVOLVING CHILDREN,2002,53284680
39,OFFENSE INVOLVING CHILDREN,2003,72815823
39,OFFENSE INVOLVING CHILDREN,2004,78717202
39,OFFENSE INVOLVING CHILDREN,2005,113898830
39,OFFENSE INVOLVING CHILDREN,2006,83078646
39,OFFENSE INVOLVING CHILDREN,2007,122755864
39,OFFENSE INVOLVING CHILDREN,2008,121765941
39,OFFENSE INVOLVING CHILDREN,2009,135247165
39,OFFENSE INVOLVING CHILDREN,2010,186824519
39,OFFENSE INVOLVING CHILDREN,2011,130728907
39,OFFENSE INVOLVING CHILDREN,2012,69280172
39,OFFENSE INVOLVING CHILDREN,2013,130731125
39,OFFENSE INVOLVING CHILDREN,2014,115359975
39,OFFENSE INVOLVING CHILDREN,2015,113021481
39,OFFENSE INVOLVING CHILDREN,2016,63970556
39,OFFENSE INVOLVING CHILDREN,2017,110018985
39,OFFENSE INVOLVING CHILDREN,2018,33805555
39,OTHER OFFENSE,2001,1435431
39,OTHER OFFENSE,2002,402087397
39,OTHER OFFENSE,2003,717255662
39,OTHER OFFENSE,2004,773681638
39,OTHER OFFENSE,2005,838964320
39,OTHER OFFENSE,2006,1068088115
39,OTHER OFFENSE,2007,1231610626
39,OTHER OFFENSE,2008,1176891339
39,OTHER OFFENSE,2009,1274622226
